Age,Income,Experience,Score,Purchase
57,52833,37,24,0
34,122566,38,63,1
54,91240,33,4,0
56,133659,39,56,1
46,126898,24,41,0
53,97711,35,67,1
55,77141,15,48,0
56,98232,17,86,1
54,59023,12,58,0
52,60209,36,39,0
24,113590,26,25,0
44,146324,33,60,1
45,106612,10,86,1
39,100522,0,47,0
31,131654,12,98,1
24,34440,29,61,0
54,139107,4,84,1
39,27960,17,27,0
22,42462,13,96,0
19,145919,12,42,0
44,37821,31,52,0
38,77772,6,93,1
55,47258,7,48,0
32,112889,6,32,0
38,108952,15,24,0
27,82524,30,3,0
40,42115,26,27,0
56,138066,32,73,1
22,66433,28,40,0
18,110504,7,23,0
30,108267,32,7,0
38,108321,18,81,1
43,124933,20,37,0
62,99364,20,7,0
38,90077,24,94,1
35,60644,22,77,1
54,82643,10,82,1
62,33311,32,95,0
49,143221,19,22,0
53,143012,24,78,1
34,149466,25,82,1
52,50531,39,99,0
28,34588,11,17,0
38,69416,31,19,0
43,32380,32,95,0
21,62645,9,39,0
51,37818,3,36,0
35,50857,14,15,0
57,41711,5,63,0
52,25097,26,29,0
58,136348,4,60,1
46,48393,4,56,0
46,42076,17,40,0
55,104274,27,16,0
59,77609,34,33,0
38,49317,21,89,0
59,124765,33,16,0
30,78480,3,30,0
58,27044,17,98,0
34,91033,25,66,1
26,139237,21,44,0
58,75486,32,38,0
18,75162,13,51,1
19,99287,30,60,1
46,49882,9,18,0
50,74078,23,5,0
27,78734,20,40,0
57,127608,7,6,0
38,128730,31,76,1
45,63826,30,12,0
28,107985,33,12,0
51,64028,22,73,1
25,71331,24,22,0
39,139655,6,49,0
25,118938,18,50,0
32,138319,6,80,1
34,52543,7,4,0
40,144279,13,50,0
41,49362,0,3,0
62,47315,12,16,0
36,47746,2,14,0
22,30057,27,64,0
49,131649,37,41,0
61,62915,14,68,1
18,41061,35,59,0
40,71370,2,2,0
54,54157,3,10,0
25,131375,4,75,1
30,31322,25,90,0
25,89812,24,26,0
40,97842,9,4,0
60,54017,7,90,0
18,76792,11,28,0
62,47742,2,2,0
41,117136,26,66,1
52,84808,22,16,0
41,140400,39,57,1
34,149198,32,23,0
22,37629,13,23,0
37,148614,22,77,1
38,28245,30,21,0
57,116950,12,25,0
48,63870,11,58,1
63,115634,34,37,0
53,84829,17,49,0
28,134530,20,77,1
32,30588,0,15,0
36,20442,37,28,0
24,125280,8,67,1
45,122979,22,87,1
60,97339,13,4,0
22,60721,10,47,0
22,57145,6,50,0
47,30599,30,60,0
49,92594,23,62,1
25,102742,25,67,1
27,97430,29,72,1
55,22939,33,43,0
64,141784,37,89,1
49,42149,4,58,0
45,147616,4,52,1
34,86567,18,76,1
48,30208,37,69,0
25,86098,27,97,1
57,129034,25,46,0
42,69492,22,25,0
26,40951,29,25,0
19,68920,2,35,0
32,66766,27,61,1
20,77014,32,15,0
53,48351,2,90,0
21,104216,4,74,1
31,69386,18,88,1
58,107122,0,35,0
58,29308,37,29,0
42,79252,8,38,0
27,95145,4,69,1
38,115031,33,24,0
53,103211,36,19,0
29,48064,32,46,0
44,73879,24,49,0
57,146534,28,44,0
19,28720,24,73,0
30,146204,8,26,0
49,62940,2,25,0
48,99993,14,35,0
33,88475,3,36,0
49,67113,37,14,0
49,68926,19,56,1
51,58203,22,6,0
28,108901,36,32,0
27,25392,7,26,0
32,45905,36,15,0
34,93508,32,49,0
57,70385,32,95,1
35,50653,6,56,0
26,111865,21,37,0
42,104720,4,53,1
57,145813,14,58,1
31,34799,20,83,0
42,80103,24,78,1
39,137463,16,36,0
47,35052,6,11,0
37,26044,18,27,0
38,39871,6,2,0
61,109303,39,22,0
49,132719,23,66,1
63,40234,10,84,0
38,145407,0,17,0
52,41381,31,4,0
49,37274,39,14,0
47,132162,1,7,0
56,107840,14,79,1
29,144945,20,94,1
58,103108,23,16,0
64,123948,16,66,1
35,147177,8,19,0
38,69892,34,1,0
30,70521,19,31,0
38,111501,18,4,0
25,103920,17,91,1
63,103391,19,58,1
57,37920,29,56,0
63,36702,39,53,0
24,145144,0,89,1
40,123457,23,86,1
61,21894,23,43,0
49,50985,18,74,0
28,48287,29,97,0
39,147699,25,49,0
39,145702,37,60,1
60,93527,28,94,1
42,35439,12,94,0
39,148676,3,16,0
45,114620,16,73,1
46,62235,32,81,1
30,47659,4,99,0
35,44976,27,60,0
19,124239,23,47,0
46,102643,16,15,0
38,87865,38,63,1
32,127631,39,28,0
44,88306,10,20,0
48,76697,11,97,1
32,90382,12,63,1
40,36651,7,33,0
41,69044,0,36,0
61,34633,8,13,0
30,99164,27,62,1
39,20569,1,68,0
60,79900,13,23,0
54,87509,12,72,1
50,143425,1,13,0
20,121126,3,88,1
36,139148,11,40,0
40,147522,9,30,0
46,53038,2,94,0
47,69088,3,25,0
56,93177,5,97,1
61,94466,22,73,1
64,92216,4,26,0
42,86793,2,24,0
54,93786,9,97,1
64,58138,18,39,0
25,83310,13,89,1
59,48757,20,79,0
33,90394,27,61,1
25,126885,20,49,0
18,99027,35,41,0
61,110830,23,70,1
22,76151,37,20,0
20,130740,16,44,0
18,131174,21,16,0
21,69272,18,21,0
57,26908,9,15,0
52,30844,10,39,0
49,71455,37,42,0
59,123165,1,61,1
51,88447,32,4,0
60,94527,30,24,0
42,97108,34,3,0
27,63066,36,1,0
38,115229,35,94,1
63,60004,22,13,0
56,58333,35,54,0
44,141219,39,82,1
44,103029,38,40,0
19,59697,25,11,0
58,37634,24,42,0
30,145520,16,93,1
26,44561,14,4,0
53,38033,36,25,0
39,92887,3,36,0
59,75063,21,64,1
43,45921,16,44,0
29,39340,21,40,0
34,82781,16,92,1
31,34901,13,45,0
31,30638,13,8,0
51,58596,16,85,0
37,106914,7,35,0
28,64324,33,44,0
33,108356,25,18,0
48,110596,29,47,0
23,52642,21,25,0
36,142302,15,41,0
54,45378,29,5,0
21,70867,15,64,1
64,93686,37,62,1
21,62875,23,72,1
37,138171,35,87,1
27,109595,34,3,0
41,120061,5,37,0
52,103729,3,95,1
43,84377,17,93,1
54,149267,5,41,0
55,74691,25,20,0
38,140736,36,67,1
57,129503,26,87,1
56,113337,10,40,0
38,84303,37,85,1
27,80839,15,77,1
55,145200,18,8,0
63,69063,14,5,0
21,111782,25,25,0
62,148824,30,39,0
37,98343,18,37,0
34,103071,23,5,0
24,25492,8,8,0
21,141399,22,4,0
46,51357,3,41,0
31,91838,9,60,1
20,52314,8,54,0
41,68697,18,22,0
54,90283,14,78,1
33,79567,33,19,0
21,67006,18,77,1
41,80011,20,99,1
51,126706,33,68,1
47,30686,16,33,0
35,57449,17,22,0
36,81606,16,65,1
48,38891,1,11,0
36,72115,0,16,0
63,121732,9,68,1
36,80719,36,93,1
39,115464,4,44,0
41,93030,11,88,1
62,56723,35,9,0
29,49877,30,72,0
47,138393,37,78,1
55,113517,8,79,1
48,34026,25,62,0
53,40422,14,86,0
36,29244,15,15,0
62,53481,12,6,0
53,109180,24,1,0
47,129384,29,20,0
50,141699,6,36,0
35,78031,3,2,0
45,28521,39,70,0
64,21746,37,2,0
28,103127,29,3,0
62,112254,9,7,0
50,135472,29,84,1
34,88232,38,64,1
23,32012,6,41,0
21,100224,35,54,1
37,43457,34,41,0
64,90572,23,5,0
44,125431,38,89,1
32,49960,35,82,0
23,122022,19,63,1
64,107695,31,1,0
31,27910,38,25,0
28,22693,25,81,0
56,135313,25,46,0
26,35858,35,15,0
43,48810,34,69,0
33,40092,34,17,0
22,108779,11,21,0
27,68700,32,53,1
20,78105,35,55,1
30,50505,13,87,0
60,93228,32,10,0
47,48555,23,81,0
62,91934,14,57,1
23,92788,30,65,1
34,97257,16,37,0
62,37939,11,7,0
36,31825,21,76,0
59,110787,22,40,0
52,122491,25,50,0
63,44151,13,1,0
43,148068,11,20,0
22,20036,3,31,0
46,113948,12,68,1
54,103707,17,90,1
37,59051,27,12,0
38,118297,37,22,0
27,100738,18,1,0
22,93596,37,1,0
53,80071,2,3,0
23,93601,18,76,1
43,49873,19,21,0
21,56648,24,13,0
56,91468,10,61,1
56,46470,16,13,0
52,85129,34,82,1
18,28328,13,33,0
41,26333,38,6,0
53,140447,18,25,0
23,141173,2,23,0
58,66638,33,88,1
63,31268,21,26,0
61,90603,37,4,0
48,133920,26,35,0
37,130379,20,75,1
41,37045,30,25,0
42,60741,26,20,0
53,108306,36,1,0
38,62770,1,94,1
47,27887,8,68,0
41,118718,18,23,0
61,117906,35,99,1
59,125154,9,22,0
47,44918,39,95,0
39,55497,38,62,0
45,113562,6,1,0
24,81009,3,59,1
52,31929,14,68,0
45,133292,11,19,0
31,122201,5,30,0
27,147121,8,1,0
33,81762,34,48,0
33,120473,7,19,0
48,99099,6,52,1
59,136566,3,85,1
42,48546,12,22,0
30,141142,18,50,0
23,98424,6,66,1
61,57338,9,6,0
26,145497,24,64,1
62,54283,34,21,0
53,102494,24,97,1
60,98170,28,19,0
37,104787,11,91,1
35,66566,39,37,0
60,105464,11,63,1
38,122781,5,29,0
21,148279,9,60,1
50,101991,1,92,1
44,112680,24,34,0
24,48013,6,1,0
23,72132,39,48,0
32,143997,22,89,1
35,107412,10,21,0
49,112498,35,34,0
28,48084,22,26,0
37,127855,6,36,0
41,41143,26,99,0
32,111627,12,23,0
24,142772,16,81,1
38,34179,31,47,0
59,118343,25,76,1
43,78726,21,44,0
61,30222,12,20,0
31,79965,11,27,0
54,140061,6,61,1
38,147941,0,37,0
35,84068,32,84,1
22,43949,13,52,0
20,36116,16,75,0
40,71052,3,92,1
43,71369,38,62,1
54,68817,0,66,1
41,123100,23,24,0
36,122910,33,80,1
42,103203,33,12,0
38,94311,23,16,0
29,49655,14,36,0
58,77802,16,2,0
50,67632,12,89,1
21,34193,6,62,0
59,100212,8,64,1
24,50776,34,29,0
39,63225,22,92,1
50,80010,38,74,1
34,102735,22,87,1
41,85451,25,96,1
51,68812,0,31,0
45,100602,13,83,1
60,38895,31,15,0
58,85782,9,55,1
56,41209,0,33,0
39,124820,4,81,1
34,102336,2,52,1
51,131646,26,20,0
23,81807,21,73,1
63,43086,17,38,0
23,105637,15,3,0
51,102027,1,54,1
18,47207,12,66,0
27,127334,15,18,0
38,40897,7,87,0
22,83083,7,83,1
19,115028,9,7,0
39,86957,32,35,0
19,117551,30,84,1
27,98506,11,84,1
51,27283,8,83,0
33,114024,36,80,1
56,101481,8,85,1
39,20255,17,93,0
29,141936,29,60,1
41,96555,31,24,0
64,35487,39,93,0
57,127333,22,95,1
55,39346,10,39,0
27,55050,19,12,0
52,28744,18,94,0
49,44756,35,53,0
24,81596,25,64,1
38,103397,9,4,0
37,45146,23,94,0
43,139640,12,5,0
21,75032,33,16,0
63,62687,28,27,0
39,66103,35,4,0
32,41976,6,72,0
57,82863,29,48,0
38,141779,16,8,0
32,20591,12,81,0
39,26277,23,46,0
45,81860,30,44,0
31,22260,26,67,0
44,129443,20,91,1
58,149505,0,52,1
57,85883,14,34,0
45,44741,2,62,0
43,139720,5,21,0
19,57211,13,24,0
42,129392,37,44,0
20,147373,32,41,0
25,61542,37,29,0
61,26869,7,6,0
50,113618,25,56,1
59,107616,14,14,0
52,84732,13,50,0
23,114515,19,78,1
56,39422,18,52,0
40,55613,32,88,0
42,77016,35,77,1
60,80110,23,1,0
36,108529,9,12,0
22,97922,33,24,0
28,54033,35,37,0
29,65213,35,84,1
27,149633,15,70,1
25,81993,14,76,1
41,32938,17,85,0
45,96695,6,3,0
58,22274,21,27,0
53,104390,31,53,1
54,51815,18,17,0
38,96018,39,15,0
25,38961,0,39,0
26,40044,34,4,0
64,119372,4,17,0
32,41975,11,11,0
63,34706,11,12,0
57,25974,20,32,0
35,149675,18,27,0
59,96464,8,44,0
37,41213,35,43,0
23,21950,31,91,0
29,142971,34,49,0
19,105013,30,93,1
24,30411,31,73,0
33,148603,36,43,0
20,107231,31,3,0
62,66156,36,29,0
20,82744,38,85,1
44,37771,37,35,0
60,89810,29,48,0
57,55053,31,74,0
55,137894,1,87,1
50,72076,10,39,0
45,27045,19,89,0
18,77623,36,24,0
25,49714,8,20,0
54,54386,37,15,0
49,129283,18,85,1
60,28562,39,76,0
54,75048,6,18,0
21,113295,4,60,1
47,32026,23,87,0
23,126147,6,93,1
63,51589,10,41,0
36,128199,8,69,1
49,117274,29,90,1
26,46844,2,75,0
29,43447,21,11,0
28,110415,39,56,1
63,97502,19,18,0
33,103268,31,12,0
18,74708,6,16,0
62,83925,6,27,0
38,90825,19,17,0
47,71574,24,85,1
30,105548,34,31,0
51,38812,23,35,0
21,121337,39,27,0
45,75309,12,87,1
55,84230,38,32,0
48,61628,3,17,0
44,143379,11,11,0
22,60581,16,1,0
42,136102,0,92,1
20,66628,16,82,1
50,108628,1,49,0
21,45105,5,41,0
42,99830,10,20,0
37,141323,17,71,1
51,89157,39,37,0
43,52442,24,16,0
22,146336,38,39,0
52,107235,27,45,0
45,135442,15,64,1
46,22347,11,47,0
26,115022,28,23,0
55,67650,22,32,0
23,37110,20,49,0
36,82170,15,81,1
61,24923,25,19,0
28,71801,36,98,1
19,82771,21,78,1
64,144926,9,67,1
61,101147,6,39,0
61,68135,8,89,1
26,39199,24,60,0
38,29066,14,11,0
41,121583,12,49,0
51,72136,25,15,0
39,112290,20,83,1
20,56575,22,61,0
29,109796,27,43,0
45,140787,37,15,0
47,66733,11,79,1
43,134427,23,79,1
38,36991,12,73,0
45,42553,39,5,0
43,109710,1,83,1
50,107493,38,88,1
38,20634,11,29,0
52,115417,38,62,1
51,32771,13,60,0
58,145607,29,69,1
64,135762,18,22,0
35,38298,30,13,0
28,99876,24,50,0
40,118892,3,47,0
39,55999,12,29,0
34,91887,35,80,1
22,79648,36,17,0
61,82668,2,20,0
28,89374,15,78,1
47,87509,25,6,0
32,132650,39,22,0
44,123348,38,9,0
52,95783,18,32,0
50,64440,14,88,1
37,51655,31,33,0
33,63039,20,77,1
51,75255,0,99,1
19,92219,5,70,1
52,74989,26,49,0
57,31244,22,30,0
45,114594,30,16,0
64,78595,11,65,1
56,59551,20,82,0
23,83230,1,86,1
26,123898,4,90,1
37,48371,8,14,0
18,89358,19,56,1
25,48878,17,37,0
40,56157,21,49,0
20,25914,7,78,0
21,103700,33,90,1
42,47180,8,50,0
64,23688,6,36,0
55,100219,29,52,1
32,98616,17,23,0
38,116489,26,66,1
52,29916,15,71,0
63,76363,20,45,0
31,115213,4,86,1
53,47360,28,28,0
29,57805,36,20,0
34,33453,21,49,0
56,146599,13,57,1
26,42703,18,82,0
52,79021,34,88,1
30,94176,23,97,1
32,114799,5,59,1
35,118385,2,26,0
50,124582,33,19,0
23,101614,1,13,0
44,108919,14,74,1
40,101072,36,62,1
44,136094,14,14,0
51,27410,31,73,0
63,101462,20,11,0
55,68268,16,67,1
31,54248,33,12,0
53,51159,31,35,0
25,62039,22,39,0
52,121902,34,32,0
36,67800,36,14,0
47,60761,36,65,1
31,114626,32,27,0
37,106103,24,60,1
42,138368,36,43,0
57,63663,39,65,1
41,100903,20,55,1
31,60412,37,93,1
43,138998,39,88,1
55,130252,33,81,1
40,136446,18,35,0
39,55367,26,95,0
36,140304,8,32,0
63,25813,4,19,0
20,79894,4,95,1
59,122157,24,39,0
36,145626,25,20,0
26,71444,18,28,0
45,54269,29,3,0
37,81748,35,32,0
62,61190,15,86,1
24,60318,6,58,1
31,57018,17,54,0
26,144078,20,42,0
36,59759,30,15,0
64,36498,0,83,0
31,45989,2,62,0
55,122710,30,31,0
53,45568,24,61,0
57,137035,7,26,0
34,86577,0,69,1
47,125231,6,57,1
26,134699,6,20,0
50,50099,7,66,0
42,109900,18,21,0
31,60639,16,60,1
28,124679,10,63,1
52,43482,10,51,0
58,89212,37,92,1
31,75261,1,84,1
47,131321,3,39,0
58,107317,27,11,0
21,50048,32,57,0
21,23065,10,3,0
45,22036,2,37,0
25,55814,39,84,0
19,79694,4,96,1
58,36924,20,25,0
63,149493,21,21,0
39,80204,36,80,1
58,52844,10,42,0
33,137755,21,1,0
46,134184,12,23,0
47,101943,2,24,0
29,41518,12,47,0
52,37059,27,89,0
28,43052,10,7,0
63,145274,10,38,0
38,89803,20,47,0
38,91524,20,35,0
22,113510,6,78,1
37,145639,16,62,1
54,109572,13,73,1
20,28680,32,3,0
61,87021,10,20,0
50,100249,12,97,1
26,40043,0,44,0
26,146115,33,32,0
21,22419,8,26,0
52,76892,12,48,0
34,141831,36,5,0
51,133616,29,59,1
41,121799,36,61,1
49,37140,6,49,0
18,63484,13,30,0
25,83869,5,17,0
62,65210,33,70,1
40,77600,15,58,1
64,136467,36,63,1
57,98497,35,61,1
29,128611,5,63,1
29,26487,7,15,0
63,80692,23,1,0
64,82112,2,13,0
32,51110,3,48,0
58,127968,31,34,0
36,36360,0,30,0
43,69410,33,19,0
46,122379,8,64,1
39,110418,11,66,1
57,142702,9,57,1
38,103038,9,44,0
55,133589,22,12,0
37,93167,5,40,0
46,23017,23,24,0
21,106261,23,11,0
24,80124,20,66,1
45,136346,30,1,0
45,110298,29,58,1
21,70949,33,28,0
39,78268,17,68,1
29,86320,11,94,1
62,113556,34,59,1
20,123995,6,71,1
39,101301,39,22,0
61,51127,24,90,0
19,23196,5,29,0
41,95088,0,89,1
51,61300,15,74,1
44,69714,3,84,1
58,51921,28,78,0
18,24746,37,97,0
25,88535,27,69,1
40,85350,21,45,0
55,70345,7,70,1
23,129606,31,86,1
39,69220,32,17,0
42,101131,12,79,1
35,42063,26,39,0
34,137116,17,40,0
29,91736,17,28,0
23,123700,12,2,0
43,108913,21,82,1
44,98946,13,27,0
25,65971,10,21,0
36,23598,38,87,0
59,30564,21,7,0
18,131052,35,61,1
46,116434,16,52,1
62,143723,31,48,0
52,69725,13,19,0
57,106134,28,73,1
31,125940,5,12,0
52,79940,3,94,1
62,82085,10,71,1
37,37862,39,2,0
30,30265,9,17,0
55,29705,27,75,0
63,75279,10,76,1
25,82471,34,3,0
60,111080,14,21,0
37,99834,7,78,1
50,82979,19,79,1
43,75828,20,51,1
56,118206,0,10,0
38,136884,28,55,1
59,128007,23,36,0
60,66104,29,51,1
58,60934,39,74,1
26,143534,34,17,0
41,134420,32,89,1
54,26050,19,61,0
58,63952,15,91,1
34,106570,8,97,1
41,131016,30,75,1
38,28484,16,13,0
56,82648,30,65,1
58,79945,22,95,1
56,73678,5,97,1
30,51323,29,85,0
28,106332,6,80,1
63,114605,39,87,1
36,107363,10,74,1
28,144468,33,48,0
30,143475,11,97,1
63,55361,26,86,0
62,30315,11,70,0
18,67968,12,47,0
57,46519,7,10,0
61,29107,15,57,0
36,141540,28,80,1
29,75781,34,13,0
25,23869,28,61,0
25,100983,30,58,1
62,47370,12,84,0
29,82695,11,68,1
50,80422,1,84,1
62,27971,32,86,0
43,116805,7,29,0
56,143855,39,16,0
45,45651,31,63,0
22,76974,37,47,0
25,121293,27,43,0
42,43446,14,23,0
44,146347,22,30,0
63,58108,23,57,0
40,95179,12,30,0
47,23823,20,67,0
62,33454,11,56,0
64,23932,12,24,0
40,30220,38,77,0
64,94090,22,96,1
37,87965,27,76,1
35,48208,13,8,0
35,92980,16,88,1
19,30510,23,44,0
21,64045,33,80,1
47,30537,21,96,0
50,92683,9,34,0
53,125935,7,35,0
35,89134,20,96,1
54,122633,36,50,0
36,92254,6,17,0
64,128227,25,2,0
45,142906,12,90,1
57,33782,15,54,0
37,134780,29,44,0
50,145544,30,81,1
29,143188,4,49,0
32,85587,31,2,0
58,102238,15,72,1
56,95720,8,70,1
19,98004,21,9,0
46,42072,39,1,0
58,101015,36,69,1
27,114003,13,9,0
19,108938,15,14,0
28,92746,19,27,0
30,65702,14,9,0
27,122260,25,36,0
31,26057,8,93,0
35,148259,0,84,1
26,50916,34,79,0
56,47268,19,3,0
45,63978,5,23,0
20,132894,9,73,1
37,144904,32,30,0
23,43259,15,19,0
44,73583,35,67,1
19,99400,5,50,0
46,54293,18,48,0
55,131581,30,3,0
20,27043,1,98,0
33,70430,17,66,1
47,127009,27,27,0
57,58893,3,87,0
19,60642,0,96,1
34,98065,15,99,1
58,50868,1,40,0
29,46309,35,18,0
52,146250,0,27,0
60,43284,38,11,0
18,146801,22,39,0
62,133259,25,19,0
32,120804,10,89,1
43,89000,0,7,0
54,104179,10,95,1
38,82107,23,57,1
48,85049,9,2,0
42,49265,13,38,0
40,101490,13,5,0
41,149154,6,78,1
55,43880,22,82,0
45,104579,21,36,0
38,20255,35,68,0
60,21502,26,88,0
35,90192,1,77,1
53,85424,38,85,1
52,95838,18,57,1
62,90966,6,97,1
26,61366,11,20,0
55,47425,2,5,0
47,72328,4,24,0
61,134280,7,99,1
51,87396,13,30,0
49,91694,35,28,0
20,25806,6,53,0
20,106274,6,51,1
45,37106,31,7,0
61,76731,7,42,0
32,95010,11,35,0
58,102533,9,94,1
40,138019,13,34,0
57,52599,8,73,0
28,91326,37,76,1
49,137804,29,54,1
53,95706,4,29,0
50,29004,0,10,0
41,128282,0,27,0
56,135018,19,83,1
51,71364,10,13,0
45,45792,25,42,0
54,115752,2,37,0
24,84912,5,61,1
21,74645,10,96,1
54,27232,7,79,0
18,98210,28,21,0
18,74766,9,3,0
64,140601,33,8,0
37,101588,23,70,1
36,68542,16,93,1
46,25913,31,83,0
27,132406,10,17,0
35,133693,33,10,0
45,113449,23,97,1
52,30567,4,13,0
60,58379,28,91,0
64,94968,33,12,0
48,20319,15,66,0
44,110005,24,74,1
28,130990,36,85,1
55,112026,7,23,0
22,106120,28,65,1
25,24791,24,97,0
51,117272,22,52,1
29,20329,33,61,0
55,94387,2,26,0
18,81032,29,15,0
48,64078,33,22,0
21,108662,31,89,1
62,41300,28,65,0
22,95700,8,26,0
47,149664,1,21,0
41,70945,38,24,0
20,75609,6,16,0
28,80562,4,32,0
62,110045,7,16,0
21,81901,31,77,1
43,25703,17,42,0
44,112645,37,32,0
63,83115,17,50,0
60,128953,15,41,0
44,108090,20,24,0
59,47676,9,13,0
23,81710,3,75,1
32,80077,7,79,1
47,141332,18,10,0
59,109340,39,42,0
54,65440,39,41,0
54,56923,8,3,0
59,49802,29,55,0
54,110331,16,16,0
52,82904,39,44,0
40,80162,14,81,1
23,144786,3,89,1
21,85169,5,30,0
35,88147,15,99,1
26,42075,25,37,0
46,137281,36,60,1
30,102015,22,77,1
64,94716,12,24,0
34,29304,16,26,0
62,149851,26,58,1
49,140729,21,9,0
39,79622,36,61,1
21,74215,18,19,0
22,100146,38,28,0
54,93973,34,7,0
58,128654,12,45,0
30,32521,13,86,0
51,138037,30,94,1
62,44028,1,63,0
39,59328,38,37,0
40,47301,36,16,0
20,58015,13,5,0
59,107276,8,29,0
51,56845,9,52,0
49,106818,6,23,0
62,96394,27,6,0
38,64159,24,36,0
63,63714,27,57,1
61,100722,1,33,0
38,119721,16,49,0
61,116730,3,41,0
28,45230,12,80,0
56,112554,17,55,1
21,69262,2,98,1
18,110201,36,26,0
45,61722,32,37,0
41,66359,23,77,1
52,82796,7,17,0
30,60159,34,96,1
64,129668,1,32,0
51,128675,32,28,0
28,107052,11,93,1
53,120808,21,25,0
34,144344,12,47,0
52,110209,9,22,0
35,25239,16,91,0
57,134980,4,61,1
39,111951,8,44,0
41,70886,12,20,0
36,123424,22,50,0
54,47195,29,88,0
56,124697,3,47,0
38,114859,20,47,0
25,120500,8,72,1
45,121770,6,51,1
22,116299,15,55,1
34,54674,22,78,0
54,38105,22,39,0
53,130187,30,14,0
36,49739,4,69,0
44,133741,5,47,0
51,51969,0,21,0
28,34497,27,15,0
62,21816,17,97,0
64,143132,23,81,1
29,138915,12,84,1
38,146399,32,1,0
28,112019,9,80,1
56,79254,6,82,1
45,129017,36,10,0
22,107695,31,23,0
34,89385,21,18,0
37,107148,15,58,1
58,125153,23,73,1
63,53826,13,94,0
29,130034,10,77,1
23,83365,18,52,1
34,104242,22,95,1
36,143066,33,46,0
43,70100,39,13,0
61,110099,12,96,1
61,145170,38,17,0
49,24359,27,67,0
23,116205,39,61,1
53,32809,15,65,0
55,84450,27,53,1
28,58428,3,5,0
50,114990,27,32,0
41,92790,11,89,1
40,131126,15,45,0
32,110321,35,56,1
44,22093,19,5,0
28,64498,25,87,1
34,136251,25,76,1
31,60985,21,34,0
44,52009,8,61,0
35,102094,4,87,1
45,148515,16,80,1
64,37718,33,62,0
64,36705,1,69,0
21,107618,6,63,1
24,82598,35,44,0
62,97878,12,28,0
52,32239,19,70,0
26,66622,29,13,0
25,66665,29,43,0
62,52274,10,30,0
34,31419,30,26,0
34,128368,2,81,1
50,35003,1,63,0
49,50866,2,73,0
25,41988,14,57,0
36,75894,16,64,1
55,128563,6,80,1
20,142124,4,49,0
22,110444,33,52,1
30,25674,32,63,0
64,90538,15,82,1
63,113103,36,13,0
48,86446,2,93,1
33,49072,20,88,0
49,53717,7,45,0
39,107345,21,46,0
46,46651,4,77,0
39,137202,16,89,1
60,64291,36,41,0
20,142389,13,46,0
27,129525,38,1,0
59,83350,27,73,1
38,102020,30,68,1
33,24646,16,92,0
29,59713,34,12,0
19,87936,39,88,1
58,64331,21,73,1
41,42185,28,35,0
52,104263,9,99,1
47,118656,17,33,0
47,72107,34,58,1
64,133793,15,35,0
52,86554,6,46,0
36,37563,29,84,0
25,90729,18,66,1
43,35701,22,44,0
57,89072,7,26,0
24,68217,16,42,0
47,64610,20,77,1
24,104422,25,30,0
20,122123,27,32,0
18,141543,38,36,0
53,70131,32,19,0
42,148331,39,22,0
54,49410,18,65,0
18,119280,28,57,1
32,78715,19,11,0
54,136968,19,26,0
30,58665,9,48,0
57,35957,11,19,0
25,68127,32,83,1
22,83589,24,12,0
26,66008,24,67,1
18,81920,3,56,1
53,148213,3,18,0
52,52875,8,5,0
19,133828,14,24,0
57,143852,25,78,1
40,21626,14,38,0
26,110815,25,67,1
51,83822,27,70,1
63,91765,6,76,1
31,92413,31,52,1
21,53642,11,75,0
47,58311,34,39,0
48,52356,31,59,0
55,23809,8,26,0
28,63371,13,65,1
52,54875,12,80,0
25,130049,32,48,0
20,29465,31,53,0
31,86095,18,9,0
30,93844,29,5,0
62,85250,15,72,1
49,106889,11,61,1
51,35250,9,21,0
62,66023,1,97,1
36,121350,17,63,1
55,66624,12,20,0
33,36427,28,58,0
19,53276,23,45,0
57,91643,37,22,0
34,99012,11,77,1
51,23439,28,75,0
59,105848,21,82,1
33,107331,35,63,1
55,98672,0,30,0
19,99703,39,63,1
19,37300,33,97,0
43,80289,33,44,0
30,37182,32,67,0
64,90507,3,58,1
48,70912,37,65,1
51,46909,29,36,0
56,39659,19,6,0
20,51403,25,37,0
25,134187,14,93,1
40,53586,6,75,0
31,30360,6,55,0
44,41424,28,77,0
46,118035,22,75,1
56,130231,33,59,1
56,68791,19,38,0
18,23065,14,25,0
34,88795,32,79,1
58,135594,16,77,1
47,32300,19,33,0
30,53370,12,13,0
38,89831,23,38,0
36,47209,36,58,0
36,128287,6,88,1
42,121831,7,20,0
39,40927,22,17,0
48,54579,13,24,0
34,130407,3,26,0
40,29032,20,40,0
49,113254,9,32,0
27,98413,21,93,1
27,60731,29,78,1
53,139937,29,37,0
25,133528,15,86,1
37,112202,10,98,1
49,73767,21,91,1
31,143916,28,92,1
45,127220,24,86,1
63,92302,13,60,1
41,143867,13,57,1
32,69954,1,58,1
39,137270,12,67,1
47,108365,2,22,0
21,105757,29,58,1
30,45102,17,85,0
40,54433,35,80,0
25,35932,20,73,0
35,45714,18,77,0
29,77803,15,74,1
48,59743,27,49,0
31,22552,3,85,0
51,76627,14,49,0
35,65987,0,42,0
51,99810,15,40,0
28,65380,19,71,1
58,49250,32,46,0
29,88344,16,22,0
32,84686,4,82,1
48,129394,4,21,0
46,140321,38,51,1
43,146123,12,14,0
35,65028,35,74,1
49,35295,29,97,0
39,133141,3,9,0
55,75248,22,18,0
34,100205,20,13,0
